Date,Close,High,Low,Open,Volume
,TLT,TLT,TLT,TLT,TLT
2002-07-30,36.92230987548828,37.09442295958021,36.92230987548828,37.02648376615081,6100
2002-07-31,37.37975311279297,37.502044318333624,37.09441272574805,37.11705681362338,29400
2002-08-01,37.59260177612305,37.601658713950215,37.384257650822306,37.384257650822306,25000
2002-08-02,37.97760772705078,38.09083852138041,37.53827169216709,37.66509308446115,52800
2002-08-05,38.145198822021484,38.24484249553339,37.97761596606688,38.06367249419632,61100
2002-08-06,37.819091796875,38.000261790002,37.692273838345166,37.98667464523526,64900
2002-08-07,37.90968704223633,38.10897444318863,37.75569474552322,37.86439539352843,40300
2002-08-08,37.90968704223633,37.94139154188499,37.75569474552322,37.85533844599937,40900
2002-08-09,38.444114685058594,38.444114685058594,38.04554356786202,38.04554356786202,35900
2002-08-12,38.67967224121094,39.268470788677575,38.56191114950462,38.63438057687235,32100
2002-08-13,39.15519332885742,39.16425372426819,38.66603909805547,38.85173573763575,75400
2002-08-14,39.30469512939453,39.811970620495295,39.29110797923201,39.61268320336078,130000
2002-08-15,38.96043395996094,39.17783851492703,38.88343788122368,39.123486512303465,87100
2002-08-16,38.52562713623047,39.1868942648697,38.41692658981078,39.15066305308185,85000
2002-08-19,38.643428802490234,38.65248575110005,38.3671452202128,38.52114099083333,47300
2002-08-20,39.07370376586914,39.08276416979409,38.770245889484166,38.779306293409114,40800
2002-08-21,38.86534881591797,38.99669699281553,38.78382248044812,38.80647002856279,40000
2002-08-22,38.52562713623047,38.74756188189443,38.52562713623047,38.74756188189443,34400
2002-08-23,38.90611267089844,38.92875676287682,38.58906428342578,38.58906428342578,20100
2002-08-26,38.942344665527344,39.04651508357493,38.80193610065878,38.81552324601017,23900
2002-08-27,38.69777297973633,38.80647361857519,38.58906888536646,38.67965563067468,301800
2002-08-28,38.89250564575195,39.03291069305768,38.87891505087468,38.96950173907904,18100
2002-08-29,39.20503234863281,39.34091069522001,39.10991888823373,39.29561906486757,135700
2002-08-30,39.440589904785156,39.46323401260651,39.15524581086532,39.291124279925526,78100
2002-09-03,40.046939849853516,40.046939849853516,39.5738724523659,39.61026305303387,102100
2002-09-04,40.037818908691406,40.16518594245671,39.955941836469265,40.04236859892509,66300
2002-09-05,40.256141662597656,40.3243731052574,39.7466841571863,40.28798253978616,648400
2002-09-06,39.78306579589844,40.11512355812258,39.66479821985215,40.01505126072916,140000
2002-09-09,39.72394943237305,39.951385299769576,39.69210854975337,39.80127679439285,83800
2002-09-10,39.91497039794922,40.02868826233084,39.57381680480435,39.65114411968934,336000
2002-09-11,39.705753326416016,39.71030301538083,39.460122178253734,39.57384010960317,177700
2002-09-12,40.015098571777344,40.092425994682586,39.787662525304036,39.79221221794513,43400
2002-09-13,40.38349914550781,40.45628026559022,40.110576885988415,40.17880831846697,155100
2002-09-16,40.45170211791992,40.58361520246484,40.43805653510361,40.57451583365905,73000
2002-09-17,40.529052734375,40.62912502649848,40.1924487730096,40.319812246477895,75400
2002-09-18,40.53818893432617,40.73833022999213,40.49269896356809,40.5563842285499,196600
2002-09-19,40.81111526489258,40.83385678202392,40.6018745671358,40.80201588172176,109900
2002-09-20,40.62003707885742,40.72010592018643,40.5108653913066,40.688265045582874,113500
2002-09-23,40.983917236328125,41.04759896214009,40.83380882388829,40.93843078509011,163200
2002-09-24,41.2477912902832,41.366058976809114,41.034000904393295,41.07494118720518,251900
2002-09-25,40.74740982055664,41.102209209593106,40.601851007864866,40.98394158978234,127200
2002-09-26,40.65186309814453,40.7246407261884,40.30615982135326,40.50630437166301,429000
2002-09-27,40.9566650390625,40.9566650390625,40.701937893384944,40.72467940545068,298200
2002-09-30,41.120384216308594,41.34781996587845,40.97482547539965,41.238651777795276,297800
2002-10-01,40.6103515625,40.77472924349594,40.54642729584727,40.710804976843214,257500
2002-10-02,40.8432502746582,40.856951328898994,40.56472139320168,40.74736379665722,91000
2002-10-03,40.74277114868164,40.870619694659716,40.54643131489771,40.77473328517616,29900
2002-10-04,40.870601654052734,40.96648802121129,40.3637712250646,40.3637712250646,131000
2002-10-07,40.93912124633789,41.07610037268012,40.84779834516393,41.04870524413417,433800
2002-10-08,40.952823638916016,41.3318024017287,40.80214344692326,40.86606774347542,530900
2002-10-09,41.16285705566406,41.267874039533844,41.07153415272018,41.23134836196884,402900
2002-10-10,40.83866882324219,41.171987840970075,40.765610500466856,41.171987840970075,97100
2002-10-11,40.35466766357422,40.73821690536337,40.20855449613375,40.683423161218435,421800
2002-10-14,40.29533004760742,40.432312732999726,40.21314113309492,40.40948112422954,18300
2002-10-15,39.341026306152344,39.8615549049328,39.33645928795555,39.724572227942495,297100
2002-10-16,39.359310150146484,39.541952663777344,39.21776385680026,39.541952663777344,125200
2002-10-17,38.87985610961914,39.06706205761461,38.84332693023954,38.87528909129312,233400
2002-10-18,38.98027420043945,38.989404745182796,38.482574163454935,38.820460056736465,459100
2002-10-21,38.60133743286133,39.085336995129744,38.58307283833599,39.03967725062398,134900
2002-10-22,38.4917106628418,38.742840720933216,38.45518151430115,38.742840720933216,205000
2002-10-23,38.50542068481445,38.90266398202381,38.43692938003656,38.69719355130259,127800
2002-10-24,38.843345642089844,38.92553459347936,38.39130815125546,38.427837348232124,339600
2002-10-25,38.98485565185547,39.06704452677121,38.879838662782014,38.9711580866383,146100
2002-10-28,38.93006134033203,39.1035696210506,38.902662729135784,39.06704046186385,97800
2002-10-29,39.43688201904297,39.67431452582519,39.162916878802335,39.18574846835954,125000
2002-10-30,39.423221588134766,39.57846889311114,39.29993993491343,39.43692264615052,31900
2002-10-31,39.601280212402344,39.660637498925915,39.277088194182,39.29078924517661,512700
2002-11-01,39.435707092285156,39.8714340046687,39.10088274433871,39.582478594285696,125100
2002-11-04,39.26139450073242,39.330194374426625,39.1008637949839,39.206357401222604,342500
2002-11-05,39.11005401611328,39.261413110121346,39.027494828409665,39.261413110121346,73800
2002-11-06,39.26601028442383,39.50451271858971,38.944948642410246,39.009160970812964,118500
2002-11-07,40.23836135864258,40.23836135864258,39.83473713526358,39.926471503898966,147900
2002-11-08,40.56403732299805,40.660355849289225,40.339290595674626,40.545690437136294,294700
