Date,Close,High,Low,Open,Volume
,00878.TW,00878.TW,00878.TW,00878.TW,00878.TW
2020-07-10,10.464895248413086,10.464895248413086,10.464895248413086,10.464895248413086,0
2020-07-13,10.457917213439941,10.457917213439941,10.457917213439941,10.457917213439941,0
2020-07-14,10.45094108581543,10.45094108581543,10.45094108581543,10.45094108581543,0
2020-07-15,10.436988830566406,10.436988830566406,10.436988830566406,10.436988830566406,0
2020-07-16,10.443964958190918,10.443964958190918,10.443964958190918,10.443964958190918,0
2020-07-17,10.388153076171875,10.388153076171875,10.388153076171875,10.388153076171875,0
2020-07-20,10.688146591186523,10.764889585440935,10.534661933357999,10.730006466719853,85251099
2020-07-21,10.981162071228027,11.162553729005987,10.548613194069851,10.688144982614416,102347500
2020-07-22,10.681170463562012,10.813725515845288,10.60442746956735,10.674193706773378,94531477
2020-07-23,10.562567710876465,10.58349731481509,10.49977823372047,10.569543801962597,90737404
2020-07-24,10.499778747558594,10.597450680945464,10.47187238582804,10.56954431921491,81082771
2020-07-27,10.45094108581543,10.562567187079507,10.45094108581543,10.562567187079507,63772163
2020-07-28,10.360246658325195,10.499778463199112,10.360246658325195,10.464895345645601,57983907
2020-07-29,10.381174087524414,10.436986797779385,10.360244487513796,10.360244487513796,25375208
2020-07-30,10.464895248413086,10.47187200492699,10.388152922780499,10.436988887697588,20137890
2020-07-31,10.499778747558594,10.513731595753798,10.47187238582804,10.478849142595715,18111199
2020-08-03,10.45094108581543,10.520707315937969,10.44396499507524,10.506754469117508,26620086
2020-08-04,10.478849411010742,10.485825502616963,10.42303602077983,10.457919140171589,31076653
2020-08-05,10.576519966125488,10.583496722161051,10.492800889718962,10.492800889718962,50629553
2020-08-06,10.569544792175293,10.646287789373485,10.569544792175293,10.611404669314323,21943256
2020-08-07,10.534661293029785,10.597450104503062,10.520707780253428,10.576520500678637,14876417
2020-08-10,10.562567710876465,10.576520558388845,10.541637441597723,10.569543801962597,9895318
2020-08-11,10.520706176757812,10.583495644001248,10.506753331448163,10.583495644001248,15819334
2020-08-12,10.471870422363281,10.520706379900025,10.443964065865138,10.520706379900025,21106293
2020-08-13,10.5137300491333,10.534660316357382,10.499777202990627,10.5137300491333,5012029
2020-08-14,10.562567710876465,10.569543801962597,10.49977823372047,10.520707837659097,9453444
2020-08-17,10.653264045715332,10.660240137127124,10.590474565628185,10.597450657039978,20573656
2020-08-18,10.653264045715332,10.681170407382936,10.604427413791916,10.674193650630999,15637697
2020-08-19,10.59744930267334,10.702098644557655,10.5904732121531,10.674192286456517,19879708
2020-08-20,10.374199867248535,10.583497914514735,10.29745753823166,10.583497914514735,128324384
2020-08-21,10.395126342773438,10.464892559304783,10.35326714512659,10.450939049862534,44156469
2020-08-24,10.42303466796875,10.430011424009619,10.367221950321962,10.41605857726796,13089841
2020-08-25,10.464895248413086,10.499778365642486,10.436988887697588,10.45791849189918,11248996
2020-08-26,10.478849411010742,10.485825502616963,10.457919140171589,10.471872654064358,6069695
2020-08-27,10.457917213439941,10.506753837726974,10.436987611796951,10.506753837726974,12936911
2020-08-28,10.443964958190918,10.464894561017731,10.416058599308473,10.443964958190918,12662546
2020-08-31,10.374199867248535,10.47884922355171,10.374199867248535,10.46489570990856,30305158
2020-09-01,10.360246658325195,10.381176262721251,10.332340297350413,10.381176262721251,26498597
2020-09-02,10.346294403076172,10.395130374384516,10.318388038708518,10.388154282297759,25512542
2020-09-03,10.381174087524414,10.443963552896253,10.353267732396928,10.367220577290677,11238659
2020-09-04,10.30443286895752,10.325362471185514,10.269549755017488,10.325362471185514,41951208
2020-09-07,10.318385124206543,10.388151348089814,10.3044322786339,10.311408368750211,16940526
2020-09-08,10.332341194152832,10.360247557549767,10.318387679784273,10.346294043181206,5888051
2020-09-09,10.290480613708496,10.297457370416373,10.206761529234395,10.290480613708496,36227560
2020-09-10,10.311410903930664,10.325364418273962,10.297458054927553,10.318387661102314,6865973
2020-09-11,10.297455787658691,10.325362144860746,10.276525520752122,10.3114086335897,13246790
2020-09-14,10.367220878601074,10.367220878601074,10.318384922043615,10.318384922043615,7196666
2020-09-15,10.388153076171875,10.395129167448667,10.367222806321104,10.395129167448667,8655190
2020-09-16,10.388153076171875,10.409082680682513,10.388153076171875,10.402105924065589,9496541
2020-09-17,10.318385124206543,10.395127438206124,10.318385124206543,10.388151348089814,17464748
2020-09-18,10.346294403076172,10.35327116050314,10.318388038708518,10.332341553562449,3801124
2020-09-21,10.27652645111084,10.36024619563639,10.269550360183791,10.353269439369246,17884425
2020-09-22,10.220714569091797,10.269551201623166,10.206761720754372,10.269551201623166,24271741
2020-09-23,10.185831069946289,10.255596635151898,10.185831069946289,10.227690276001638,20813889
2020-09-24,9.99746322631836,10.136995030159554,9.99048646979127,10.123042182445497,44948207
2020-09-25,9.934674263000488,10.046299711857099,9.906767900786337,10.004440501205949,23485066
2020-09-28,10.116065979003906,10.130019492820981,9.969557410625416,9.969557410625416,8818715
2020-09-29,10.136995315551758,10.185831947276192,10.12304246744488,10.171878433829171,4905767
2020-09-30,10.171876907348633,10.192806509038146,10.136993794306086,10.136993794306086,5764314
2020-10-05,10.143970489501953,10.213736715171088,10.130017643572149,10.185830357971442,5027516
2020-10-06,10.185831069946289,10.199783916851377,10.171877557701118,10.178854313823704,5321987
2020-10-07,10.185831069946289,10.199783916851377,10.15792471079603,10.192807160728792,4157637
2020-10-08,10.227690696716309,10.227690696716309,10.178854732529514,10.220713940306734,6100201
2020-10-12,10.220714569091797,10.255597687945588,10.206761720754372,10.234668082769375,5911203
2020-10-13,10.199783325195312,10.227689682726817,10.164900211945922,10.220712927008929,3498665
2020-10-14,10.213736534118652,10.248618980994843,10.199783023096156,10.199783023096156,4573800
2020-10-15,10.164901733398438,10.220714456815328,10.13001928026799,10.213738365393326,5061585
2020-10-16,10.116065979003906,10.16490194668335,10.116065979003906,10.16490194668335,5950979
2020-10-19,10.150948524475098,10.185831641706034,10.123042163758374,10.123042163758374,3462199
2020-10-20,10.123042106628418,10.15094846718765,10.11606535015358,10.15094846718765,3458418
2020-10-21,10.116065979003906,10.13699558438936,10.095136373618454,10.13699558438936,6777004
2020-10-22,10.116065979003906,10.116065979003906,10.088159616709916,10.116065979003906,3375634
2020-10-23,10.143970489501953,10.143970489501953,10.123040887937227,10.123040887937227,3291643
2020-10-26,10.185831069946289,10.206760672973964,10.164900801578531,10.171877557701118,3566491
